BOM Name,OfbizCode,Item To Produce,Qty,UOM,Type,Raw Mat./By Product,itemQty,Unit,Ofbiz Unit,FromDate
 ,,,,,PB0176,Maganisium Sulphate LR,0.5,Kgs.,UQC_kgs,2019-04-29 17:34:53
 ,,,,,PB0177,Calcium Carbonate LR,2,Kgs.,UQC_kgs,2019-04-29 17:34:53
Rhizobium  Culture Broth,PB0098,Rhizobium Culture Broth,1000,Ltr.,PB0130,Water,987.7,Ltr.,UQC_klr,2019-04-29 17:34:53
 ,,,,,PB0131,D-Manitol,10,Kgs.,UQC_kgs,2019-04-29 17:34:53
 ,,,,,PB0132,Sodium Cloride (Nacl),0.1,Kgs.,UQC_kgs,2019-04-29 17:34:53
 ,,,,,PB0133,Di-Potassium Hydrogen Ortho-Phosphate,0.5,Kgs.,UQC_kgs,2019-04-29 17:34:53
 ,,,,,PB0134,Yeast Extract Powder-R,1.5,Kgs.,UQC_kgs,2019-04-29 17:34:53
 ,,,,,PB0176,Maganisium Sulphate LR,0.2,Kgs.,UQC_kgs,2019-04-29 17:34:53
Bio NPK 1 LTR,PB0104,Patanjali Bio NPK 1 LTR,84, BOX,PB0050,Empty Bottle 1 Liter,1008,Pcs.,UQC_pcs,2019-04-29 17:34:53
 ,,,,,PB0055,Empty CV Box 1 Liter,84,Pcs.,UQC_pcs,2019-04-29 17:34:53
 ,,,,,PB0061,"Index for 1.00,0.500,0.250 Liter",1008,Pcs.,UQC_pcs,2019-04-29 17:34:53
 ,,,,,PB0092,PSB Culture broth,100,Ltr.,UQC_klr,2019-04-29 17:34:53
 ,,,,,PB0093,Dilution Media Broth,500,Ltr.,UQC_klr,2019-04-29 17:34:53
 ,,,,,PB0094,Parafin Liquid,5.04,Ltr.,UQC_klr,2019-04-29 17:34:53
 ,,,,,PB0095,Tape Roll PBRI Printed,5,Pcs.,UQC_pcs,2019-04-29 17:34:53
 ,,,,,PB0096,Tape Cello,3,Pcs.,UQC_pcs,2019-04-29 17:34:53
 ,,,,,PB0097,Azoto Culture Broth,200,Ltr.,UQC_klr,2019-04-29 17:34:53
 ,,,,,PB0106,KMB Culture Broth,100,Ltr.,UQC_klr,2019-04-29 17:34:53
 ,,,,,PB0107,Pseudo Culture Broth,100,Ltr.,UQC_klr,2019-04-29 17:34:53
 ,,,,,PB0108,Label for Patanjali Bio NPK 1 Ltr,1008,Pcs.,UQC_pcs,2019-04-29 17:34:53
 ,,,,,PB0109,Premix Nutrient Liquid CHT,10,Ltr.,UQC_klr,2019-04-29 17:34:53
KMB Culture Broth,PB0106,KMB Culture Broth,1000,Ltr.,PB0130,Water,972,Ltr.,UQC_klr,2019-04-29 17:34:53
 ,,,,,PB0134,Yeast Extract Powder-R,3,Kgs.,UQC_kgs,2019-04-29 17:34:53
 ,,,,,PB0135,Dextrose (Mono),20,Kgs.,UQC_kgs,2019-04-29 17:34:53
 ,,,,,PB0177,Calcium Carbonate LR,5,Kgs.,UQC_kgs,2019-04-29 17:34:53
Pseudomonas Culture Broth,PB0107,Pseudo Culture Broth,1000,Ltr.,PB0130,Water,987,Ltr.,UQC_klr,2019-04-29 17:34:53
 ,,,,,PB0132,Sodium Cloride (Nacl),5,Kgs.,UQC_kgs,2019-04-29 17:34:53
 ,,,,,PB0139,Pepton R,5,Kgs.,UQC_kgs,2019-04-29 17:34:53
 ,,,,,PB0140,Veg-Be-extract Powder,3,Kgs.,UQC_kgs,2019-04-29 17:34:53
Verticillium Culture Broth,PB0110,Verticillium Culture Broth,100,Ltr.,PB0093,Dilution Media Broth,100,Ltr.,UQC_klr,2019-04-29 17:34:53
Tricho Culture Broth (2018),PB0112,Trichoderma Culture Broth,1000,Ltr.,PB0130,Water,983.5,Ltr.,UQC_klr,2019-04-29 17:34:53
 ,,,,,PB0133,Di-Potassium Hydrogen Ortho-Phosphate,1,Kgs.,UQC_kgs,2019-04-29 17:34:53
 ,,,,,PB0135,Dextrose (Mono),10,Kgs.,UQC_kgs,2019-04-29 17:34:53
 ,,,,,PB0139,Pepton R,5,Kgs.,UQC_kgs,2019-04-29 17:34:53
 ,,,,,PB0176,Maganisium Sulphate LR,0.5,Kgs.,UQC_kgs,2019-04-29 17:34:53
Trico Culture Broth,PB0112,Trichoderma Culture Broth,100,Ltr.,PB0093,Dilution Media Broth,100,Ltr.,UQC_klr,2019-04-29 17:34:53
Rose Bengal Culture Broth,PB0141,Rose Bengal Culture Broth,1000,Ltr.,PB0130,Water,983.5,Ltr.,UQC_klr,2019-04-29 17:34:53
 ,,,,,PB0133,Di-Potassium Hydrogen Ortho-Phosphate,1,Kgs.,UQC_kgs,2019-04-29 17:34:53
 ,,,,,PB0135,Dextrose (Mono),10,Kgs.,UQC_kgs,2019-04-29 17:34:53
 ,,,,,PB0139,Pepton R,5,Kgs.,UQC_kgs,2019-04-29 17:34:53
 ,,,,,PB0176,Maganisium Sulphate LR,0.5,Kgs.,UQC_kgs,2019-04-29 17:34:53
Azospirillum Culture Broth,PB0142,Azospirillum Culture Broth,1000,Ltr.,PB0045,Potassium Hydroxide,4,Kgs.,UQC_kgs,2019-04-29 17:34:53
 ,,,,,PB0130,Water,990.31,Ltr.,UQC_klr,2019-04-29 17:34:53
 ,,,,,PB0132,Sodium Cloride (Nacl),0.02,Kgs.,UQC_kgs,2019-04-29 17:34:53
 ,,,,,PB0133,Di-Potassium Hydrogen Ortho-Phosphate,0.5,Kgs.,UQC_kgs,2019-04-29 17:34:53
 ,,,,,PB0143,D-Malic Acid,5,Kgs.,UQC_kgs,2019-04-29 17:34:53
 ,,,,,PB0144,Calcium Cloride,0.01,Kgs.,UQC_kgs,2019-04-29 17:34:53
 ,,,,,PB0145,Sodium Molybdate,0,Kgs.,UQC_kgs,2019-04-29 17:34:53
 ,,,,,PB0170,Ferrous Sulphate LR,0.05,Kgs.,UQC_kgs,2019-04-29 17:34:53
 ,,,,,PB0175,Manganese Sulphate LR,0.01,Gms.,UQC_gms,2019-04-29 17:34:53
 ,,,,,PB0176,Maganisium Sulphate LR,0.1,Kgs.,UQC_kgs,2019-04-29 17:34:53
Bio Culture Broth,PB0427,Bio Culture,1000,Ltr.,PB0092,PSB Culture broth,100,Ltr.,UQC_klr,2019-04-29 17:34:53
 ,,,,,PB0097,Azoto Culture Broth,100,Ltr.,UQC_klr,2019-04-29 17:34:53
 ,,,,,PB0106,KMB Culture Broth,100,Ltr.,UQC_klr,2019-04-29 17:34:53
 ,,,,,PB0107,Pseudo Culture Broth,100,Ltr.,UQC_klr,2019-04-29 17:34:53
 ,,,,,PB0110,Verticillium Culture Broth,100,Ltr.,UQC_klr,2019-04-29 17:34:53
 ,,,,,PB0112,Trichoderma Culture Broth,100,Ltr.,UQC_klr,2019-04-29 17:34:53
 ,,,,,PB0523,ZSB Culture broth,100,Ltr.,UQC_klr,2019-04-29 17:34:53
 ,,,,,PB0534,Metarhizium Culture Broth,100,Ltr.,UQC_klr,2019-04-29 17:34:53
 ,,,,,PB0535,Beauveria Culture Broth,100,Ltr.,UQC_klr,2019-04-29 17:34:53
Tricho 500 gm (2018),PB0492,Patanjali Tricho 500 Gm,2000,Pcs.,PB0043,Talcum Powder,1000,Kgs.,UQC_kgs,2019-04-29 17:34:53
 ,,,,,PB0060,Empty CV Box 1 Kg,100,Pcs.,UQC_pcs,2019-04-29 17:34:53
 ,,,,,PB0079,Mono Carton for Patanjali Trico 1 kg,1000,Pcs.,UQC_pcs,2019-04-29 17:34:53
 ,,,,,PB0083,Poly bag for bio Pesticide 1 kg,6,Kgs.,UQC_kgs,2019-04-29 17:34:53
 ,,,,,PB0095,Tape Roll PBRI Printed,3.96,Pcs.,UQC_pcs,2019-04-29 17:34:53
 ,,,,,PB0096,Tape Cello,2.36,Pcs.,UQC_pcs,2019-04-29 17:34:53
 ,,,,,PB0102,CARBOXY METHYL CELLULOSE (CMC),10,Kgs.,UQC_kgs,2019-04-29 17:34:53
 ,,,,,PB0112,Trichoderma Culture Broth,50,Ltr.,UQC_klr,2019-04-29 17:34:53
 ,,,,,PB0113,Trichoderma Culture Powder,18,Pcs.,UQC_pcs,2019-04-29 17:34:53
Fluorescens 500 gm 2018,PB0493,Patanjali Fluorescens 500 Gm,2000,Pcs.,PB0043,Talcum Powder,1000,Kgs.,UQC_kgs,2019-04-29 17:34:53
 ,,,,,PB0060,Empty CV Box 1 Kg,100,Pcs.,UQC_pcs,2019-04-29 17:34:53
 ,,,,,PB0081,Mono Carton for Patanjali Fluoresce 1 kg,1000,Pcs.,UQC_pcs,2019-04-29 17:34:53
 ,,,,,PB0083,Poly bag for bio Pesticide 1 kg,2.5,Kgs.,UQC_kgs,2019-04-29 17:34:53
 ,,,,,PB0095,Tape Roll PBRI Printed,5,Pcs.,UQC_pcs,2019-04-29 17:34:53
 ,,,,,PB0096,Tape Cello,3,Pcs.,UQC_pcs,2019-04-29 17:34:53
 ,,,,,PB0102,CARBOXY METHYL CELLULOSE (CMC),10,Kgs.,UQC_kgs,2019-04-29 17:34:53
 ,,,,,PB0107,Pseudo Culture Broth,100,Ltr.,UQC_klr,2019-04-29 17:34:53
Patanjali ZSB 1 Ltr,PB0522,Patanjali ZSB 1 LTR,84, BOX,PB0050,Empty Bottle 1 Liter,1008,Pcs.,UQC_pcs,2019-04-29 17:34:53
 ,,,,,PB0055,Empty CV Box 1 Liter,84,Pcs.,UQC_pcs,2019-04-29 17:34:53
 ,,,,,PB0061,"Index for 1.00,0.500,0.250 Liter",1008,Pcs.,UQC_pcs,2019-04-29 17:34:53
 ,,,,,PB0093,Dilution Media Broth,403.2,Ltr.,UQC_klr,2019-04-29 17:34:53
 ,,,,,PB0094,Parafin Liquid,5.04,Ltr.,UQC_klr,2019-04-29 17:34:53
 ,,,,,PB0095,Tape Roll PBRI Printed,4,Pcs.,UQC_pcs,2019-04-29 17:34:53
 ,,,,,PB0096,Tape Cello,2,Pcs.,UQC_pcs,2019-04-29 17:34:53
 ,,,,,PB0523,ZSB Culture broth,604.8,Ltr.,UQC_klr,2019-04-29 17:34:53
 ,,,,,PB0524,Label for Patanjali ZSB 0.25 Ltr,1008,Pcs.,UQC_pcs,2019-04-29 17:34:53
ZSB Culture Broth,PB0523,ZSB Culture broth,1000,Ltr.,PB0130,Water,987,Ltr.,UQC_klr,2019-04-29 17:34:53
 ,,,,,PB0132,Sodium Cloride (Nacl),5,Kgs.,UQC_kgs,2019-04-29 17:34:53
 ,,,,,PB0139,Pepton R,5,Kgs.,UQC_kgs,2019-04-29 17:34:53
 ,,,,,PB0140,Veg-Be-extract Powder,3,Kgs.,UQC_kgs,2019-04-29 17:34:53
Metarhizium Culture Broth,PB0534,Metarhizium Culture Broth,1000,Ltr.,PB0130,Water,983.5,Ltr.,UQC_klr,2019-04-29 17:34:53
 ,,,,,PB0133,Di-Potassium Hydrogen Ortho-Phosphate,1,Kgs.,UQC_kgs,2019-04-29 17:34:53
 ,,,,,PB0135,Dextrose (Mono),10,Kgs.,UQC_kgs,2019-04-29 17:34:53
 ,,,,,PB0139,Pepton R,5,Kgs.,UQC_kgs,2019-04-29 17:34:53
 ,,,,,PB0176,Maganisium Sulphate LR,0.5,Kgs.,UQC_kgs,2019-04-29 17:34:53
Beauveria Culture Broth,PB0535,Beauveria Culture Broth,1000,Ltr.,PB0130,Water,983.5,Ltr.,UQC_klr,2019-04-29 17:34:53
 ,,,,,PB0133,Di-Potassium Hydrogen Ortho-Phosphate,1,Kgs.,UQC_kgs,2019-04-29 17:34:53
 ,,,,,PB0135,Dextrose (Mono),10,Kgs.,UQC_kgs,2019-04-29 17:34:53
 ,,,,,PB0139,Pepton R,5,Kgs.,UQC_kgs,2019-04-29 17:34:53
 ,,,,,PB0176,Maganisium Sulphate LR,0.5,Kgs.,UQC_kgs,2019-04-29 17:34:53
NR1,PB0726,NR1,600,Pcs.,PB0096,Tape Cello,2,Pcs.,UQC_pcs,2019-04-29 17:34:53
 ,,,,,PB0130,Water,85.5,Ltr.,UQC_klr,2019-04-29 17:34:53
 ,,,,,PB0525,Potassium Chloride (KCL),13.41,Kgs.,UQC_kgs,2019-04-29 17:34:53
 ,,,,,PB0681,Hdpe Round Bottle 200ml,600,Pcs.,UQC_pcs,2019-04-29 17:34:53
NR2,PB0727,NR2,100,Pcs.,PB0096,Tape Cello,1,Pcs.,UQC_pcs,2019-04-29 17:34:53
 ,,,,,PB0651,Nessler Reagant,2.5,Ltr.,UQC_klr,2019-04-29 17:34:53
 ,,,,,PB0694,30 Ml Eye Drop Bottle Complete Set,100,Pcs.,UQC_pcs,2019-04-29 17:34:53
PR1,PB0728,PR1,600,Pcs.,PB0130,Water,90,Ltr.,UQC_klr,2019-04-29 17:34:53
 ,,,,,PB0215,HCl Commercial,0.18,Ltr.,UQC_klr,2019-04-29 17:34:53
 ,,,,,PB0639,Ammonium Fluoride NH4F,100.8,Gms.,UQC_kgs,2019-04-29 17:34:53
 ,,,,,PB0681,Hdpe Round Bottle 200ml,600,Pcs.,UQC_pcs,2019-04-29 17:34:53
P2A,PB0729,P2A,1000,Pcs.,PB0130,Water,93.25,Ltr.,UQC_klr,2019-04-29 17:34:53
 ,,,,,PB0640,Ammonium Molybdate,600,Gms.,UQC_kgs,2019-04-29 17:34:53
 ,,,,,PB0641,Potassium An Mony Tartarate,14.8,Gms.,UQC_kgs,2019-04-29 17:34:53
 ,,,,,PB0642,Sulphuric Acid,6.75,Ltr.,UQC_klr,2019-04-29 17:34:53
 ,,,,,PB0681,Hdpe Round Bottle 200ml,1000,Pcs.,UQC_pcs,2019-04-29 17:34:53
Sita Kit 25 Tests (for 100 Pcs),PB0730,Sita Kit (25 Set of Soil Test Kit),100,Pcs.,PB0685,Funnels Plastic 50 mm,500,Pcs.,UQC_pcs,2019-04-29 17:34:53
 ,,,,,PB1027,PH Reagent for Soil Test Kit,2.5,Ltr.,UQC_klr,2019-04-29 17:34:53
 ,,,,,PB0703,Bag for Soil Test Kit (with print),100,Pcs.,UQC_pcs,2019-04-29 17:34:53
 ,,,,,PB1122,Mrida Pareekshan Report Book (PBRI),100,Pcs.,UQC_pcs,2019-04-29 17:34:53
 ,,,,,PB0726,NR1,100,Pcs.,UQC_klr,2019-04-29 17:34:53
 ,,,,,PB0727,NR2,100,Pcs.,UQC_klr,2019-04-29 17:34:53
 ,,,,,PB0728,PR1,100,Pcs.,UQC_klr,2019-04-29 17:34:53
 ,,,,,PB0729,P2A,100,Pcs.,UQC_klr,2019-04-29 17:34:53
 ,,,,,PB0731,P2B,100,Pcs.,UQC_pcs,2019-04-29 17:34:53
 ,,,,,PB0732,KR1,100,Pcs.,UQC_klr,2019-04-29 17:34:53
 ,,,,,PB0733,KR3,100,Pcs.,UQC_pcs,2019-04-29 17:34:53
 ,,,,,PB0690,Sieve,100,Pcs.,UQC_pcs,2019-04-29 17:34:53
 ,,,,,PB0736,M Solution,100,Pcs.,UQC_pcs,2019-04-29 17:34:53
 ,,,,,PB0155,PBRI Product Booklet/Brochure,100,Pcs.,UQC_pcs,2019-04-29 17:34:53
 ,,,,,PB0684,Glove Latex Exramination,100,Pair,UQC_prs,2019-04-29 17:34:53
 ,,,,,PB0734,Distill Water (Filled Bottle),25,Ltr.,UQC_klr,2019-04-29 17:34:53
 ,,,,,PB0693,Test Tube Stand (12 Tube),100,Pcs.,UQC_pcs,2019-04-29 17:34:53
 ,,,,,PB0701,Measuring Spatula 2 Gm,100,Pcs.,UQC_pcs,2019-04-29 17:34:53
 ,,,,,PB0738,Pet Preform,500,Pcs.,UQC_kgs,2019-04-29 17:34:53
 ,,,,,PB0682,Pet Bottle 25ml With Cap,300,Pcs.,UQC_pcs,2019-04-29 17:34:53
 ,,,,,PB0689,Test Tube 7 Ml,800,Pcs.,UQC_pcs,2019-04-29 17:34:53
 ,,,,,PB0687,Measuring Cylinder 25 Ml,100,Pcs.,UQC_pcs,2019-04-29 17:34:53
 ,,,,,PB0695,Filter Paper 12.5 Cm Routine Quality,133, BOX,UQC_box,2019-04-29 17:34:53
 ,,,,,PB0686,Dropper 3 Ml,200,Pcs.,UQC_pcs,2019-04-29 17:34:53
 ,,,,,PB0735,O Solution,100,Pcs.,UQC_pcs,2019-04-29 17:34:53
P2B,PB0731,P2B,100,Pcs.,PB0096,Tape Cello,0.25,Pcs.,UQC_pcs,2019-04-29 17:34:53
 ,,,,,PB0643,Ascorbic Acid LR Grade,300,Gms.,UQC_kgs,2019-04-29 17:34:53
 ,,,,,PB0683,Pet Balm Jar 10gm With Cap,100,Pcs.,UQC_pcs,2019-04-29 17:34:53
KR1,PB0732,KR1,600,Pcs.,PB0096,Tape Cello,2,Pcs.,UQC_pcs,2019-04-29 17:34:53
 ,,,,,PB0130,Water,85,Ltr.,UQC_klr,2019-04-29 17:34:53
 ,,,,,PB0637,Ammonium Acetate,6.93,Kgs.,UQC_kgs,2019-04-29 17:34:53
 ,,,,,PB0681,Hdpe Round Bottle 200ml,600,Pcs.,UQC_pcs,2019-04-29 17:34:53
KR3,PB0733,KR3,100,Pcs.,PB0096,Tape Cello,0.25,Pcs.,UQC_pcs,2019-04-29 17:34:53
 ,,,,,PB0638,Sodium Cobal Nitrite,300,Gms.,UQC_kgs,2019-04-29 17:34:53
 ,,,,,PB0683,Pet Balm Jar 10gm With Cap,100,Pcs.,UQC_pcs,2019-04-29 17:34:53
Distill Water Bottle,PB0734,Distill Water (Filled Bottle),100,Ltr.,PB0096,Tape Cello,2,Pcs.,UQC_pcs,2019-04-29 17:34:53
 ,,,,,PB0130,Water,100,Ltr.,UQC_klr,2019-04-29 17:34:53
 ,,,,,PB0680,Reagant Bottle 250ml (T.G) With Cap,400,Pcs.,UQC_pcs,2019-04-29 17:34:53
O Solution,PB0735,O Solution,400,Pcs.,PB0130,Water,100,Ltr.,UQC_klr,2019-04-29 17:34:53
 ,,,,,PB0652,Sodium Hydroxide NaOH,2,Kgs.,UQC_kgs,2019-04-29 17:34:53
 ,,,,,PB0680,Reagant Bottle 250ml (T.G) With Cap,400,Pcs.,UQC_pcs,2019-04-29 17:34:53
M Solution,PB0736,M Solution,400,Pcs.,PB0130,Water,100,Ltr.,UQC_klr,2019-04-29 17:34:53
 ,,,,,PB0133,Di-Potassium Hydrogen Ortho-Phosphate,1,Kgs.,UQC_kgs,2019-04-29 17:34:53
 ,,,,,PB0152,Tetrasodium Pyrophosphate,4500,Gms.,UQC_kgs,2019-04-29 17:34:53
 ,,,,,PB0680,Reagant Bottle 250ml (T.G) With Cap,400,Pcs.,UQC_pcs,2019-04-29 17:34:53
 ,,,,,PB0737,Ethylene Diamine Tetraacetic Acid (EDTA),3720,Gms.,UQC_gms,2019-04-29 17:34:53
PANCHAGAVYA PREMIX,PB0879,Jaivik Premix Powder F2,1000,Kgs.,PB0518,Organic Manur & Bio Fertilizers,1000,Kgs.,UQC_kgs,2019-04-29 17:34:53
Jaivik PROM 40 kg,PB0914,Patanjali Jaivik PROM 40 Kg,1000,Kgs.,PB0025,Rock Phosphate 30%,400,Kgs.,UQC_kgs,2019-04-29 17:34:53
 ,,,,,PB0026,Bentonite Clay Powder,140,Kgs.,UQC_kgs,2019-04-29 17:34:53
 ,,,,,PB0027,Gypsum Powder,50,Kgs.,UQC_kgs,2019-04-29 17:34:53
 ,,,,,PB0028,Lignite Powder,30,Kgs.,UQC_kgs,2019-04-29 17:34:53
 ,,,,,PB0085,Premix Nutrient Powder,30,Kgs.,UQC_kgs,2019-04-29 17:34:53
 ,,,,,PB0086,Food Park Compost,350,Kgs.,UQC_kgs,2019-04-29 17:34:53
 ,,,,,PB0088,Premix Nutrient Liquid,5,Ltr.,UQC_klr,2019-04-29 17:34:53
 ,,,,,PB0101,"Thread Roll for PROM, JAIVIK & POSHAK",0.2,Pcs.,UQC_pcs,2019-04-29 17:34:53
 ,,,,,PB0881,Empty Bag for Patanjali Jaivik PROM 40Kg,25,Pcs.,UQC_pcs,2019-04-29 17:34:53
Reagent,PB1026,Reagent Indicator Powder Mixture,6,Gms.,PB0645,Thymol Blue,1.5,Gms.,UQC_gms,2019-04-29 17:34:53
 ,,,,,PB0646,Methyl Red,1.5,Gms.,UQC_gms,2019-04-29 17:34:53
 ,,,,,PB0647,Phenolpthalin Ind.,0.6,Ltr.,UQC_klr,2019-04-29 17:34:53
 ,,,,,PB0648,Boromothymol Blue AR,1.5,Gms.,UQC_gms,2019-04-29 17:34:53
pH reagent for soil test kit,PB1027,PH Reagent for Soil Test Kit,10,Ltr.,PB0130,Water,6,Ltr.,UQC_klr,2019-04-29 17:34:53
 ,,,,,PB0649,Ethanol,4,Ltr.,UQC_klr,2019-04-29 17:34:53
 ,,,,,PB0652,Sodium Hydroxide NaOH,0.2,Gms.,UQC_kgs,2019-04-29 17:34:53
 ,,,,,PB0694,30 Ml Eye Drop Bottle Complete Set,400,Pcs.,UQC_pcs,2019-04-29 17:34:53
 ,,,,,PB1026,Reagent Indicator Powder Mixture,6,Gms.,UQC_gms,2019-04-29 17:34:53
product kit,PB1077,PRODUCT KIT,100,Pcs.,PB0002,Patanjali Jaivik Khad 40 Kg,2.5,Pcs.,UQC_pcs,2019-04-29 17:34:53
 ,,,,,PB0003,Patanjali PROM 50 Kg,2,Pcs.,UQC_pcs,2019-04-29 17:34:53
 ,,,,,PB0004,Patanjali Poshak 05 Kg,20,Pcs.,UQC_pcs,2019-04-29 17:34:53
 ,,,,,PB0008,Patanjali Neem Gold 0.25Ltr,100,Pcs.,UQC_box,2019-04-29 17:34:53
 ,,,,,PB0009,Patanjali PSB 0.5 LTR,100,Pcs.,UQC_box,2019-04-29 17:34:53
 ,,,,,PB0012,Patanjali Azoto 0.5 LTR,100,Pcs.,UQC_box,2019-04-29 17:34:53
 ,,,,,PB0016,Patanjali Rhizo 0.25 LTR,100,Pcs.,UQC_box,2019-04-29 17:34:53
 ,,,,,PB0018,Patanjali Bio Potash 0.5 LTR,100,Pcs.,UQC_box,2019-04-29 17:34:53
 ,,,,,PB0167,Neem Oil,25,Ltr.,UQC_klr,2019-04-29 17:34:53
 ,,,,,PB0492,Patanjali Tricho 500 Gm,100,Pcs.,UQC_pcs,2019-04-29 17:34:53
 ,,,,,PB0493,Patanjali Fluorescens 500 Gm,100,Pcs.,UQC_pcs,2019-04-29 17:34:53
Decoposer,PB1140,Decomposer,1000,Ltr.,PB0135,Dextrose (Mono),20,Kgs.,UQC_kgs,2019-04-29 17:34:53
 ,,,,,PB0139,Pepton R,10,Kgs.,UQC_kgs,2019-04-29 17:34:53
